Lead_ID,Age,Budget,Location,Property_Type,Inquiry_Type,Time_Spent_on_Site,Number_of_Visits,Contacted,Converted
459,55,11337222,Delhi,3BHK,Rent,4,5,1,0
460,55,13773376,Bangalore,3BHK,Rent,8,4,1,0
461,56,10306946,Mumbai,3BHK,Buy,16,6,0,1
462,38,13243499,Mumbai,1BHK,Rent,4,3,0,0
463,59,5137358,Delhi,1BHK,Buy,28,4,1,1
464,52,7184975,Delhi,1BHK,Rent,19,4,1,1
465,44,6542709,Pune,2BHK,Rent,26,5,0,1
466,43,6385500,Delhi,1BHK,Rent,6,6,1,0
467,52,14279994,Pune,3BHK,Buy,19,2,1,0
468,57,9784197,Pune,1BHK,Buy,15,8,0,1
469,32,3762204,Pune,1BHK,Buy,12,4,0,0
470,33,12448244,Delhi,1BHK,Buy,12,7,1,1
471,43,5380795,Delhi,1BHK,Rent,2,7,1,0
472,45,10076693,Pune,3BHK,Buy,9,2,1,0
473,55,13930748,Bangalore,1BHK,Buy,3,7,1,0
474,50,6531536,Delhi,3BHK,Rent,1,1,1,0
475,37,10298836,Mumbai,1BHK,Rent,14,2,0,0
476,40,7423666,Bangalore,2BHK,Rent,28,5,1,1
477,45,14325514,Mumbai,2BHK,Buy,28,8,1,1
478,42,9146423,Delhi,3BHK,Rent,13,7,1,1
479,33,9405382,Bangalore,3BHK,Rent,29,3,1,0
480,39,4278569,Delhi,2BHK,Buy,25,9,0,0
481,56,8532134,Delhi,2BHK,Rent,5,5,1,0
482,32,14501060,Bangalore,1BHK,Buy,7,3,1,0
483,39,2343275,Delhi,2BHK,Buy,14,7,1,0
484,32,11459247,Bangalore,3BHK,Buy,16,4,1,1
485,29,13999288,Delhi,3BHK,Rent,18,1,0,0
486,27,14555540,Pune,2BHK,Rent,14,5,0,1
487,48,8118225,Mumbai,3BHK,Rent,1,8,1,0
488,34,9681122,Pune,1BHK,Buy,6,4,0,0
489,51,3225619,Delhi,1BHK,Rent,29,7,1,0
490,39,6328974,Delhi,2BHK,Buy,21,8,0,1
491,36,12496324,Delhi,3BHK,Rent,10,9,0,0
492,25,13252172,Pune,2BHK,Buy,6,9,0,0
493,55,5662667,Delhi,3BHK,Buy,2,5,0,0
494,32,12797629,Bangalore,3BHK,Buy,7,6,1,0
495,45,5756150,Mumbai,3BHK,Buy,17,7,0,1
496,41,4203092,Delhi,1BHK,Buy,27,2,0,0
497,56,7171748,Delhi,3BHK,Buy,24,9,0,1
498,43,4683525,Mumbai,1BHK,Buy,14,1,0,0
499,36,11979334,Mumbai,3BHK,Buy,23,6,1,1
500,59,11709593,Mumbai,2BHK,Buy,7,6,1,0
501,59,14769263,Pune,1BHK,Buy,22,7,1,1
502,34,12023943,Pune,1BHK,Buy,26,2,1,0
503,51,13625416,Delhi,1BHK,Buy,21,6,1,1
504,25,12958810,Mumbai,2BHK,Rent,9,6,0,0
505,55,2456195,Delhi,1BHK,Rent,19,9,1,0
506,43,6512276,Delhi,2BHK,Buy,25,8,0,1
507,49,3539998,Delhi,3BHK,Rent,21,5,0,0
508,31,5524756,Pune,3BHK,Buy,24,7,0,1
509,38,12069479,Mumbai,2BHK,Rent,11,7,1,1
510,32,6973198,Delhi,1BHK,Buy,3,5,0,0
511,29,12338036,Pune,1BHK,Rent,23,7,0,1
512,30,12136496,Bangalore,2BHK,Buy,26,3,0,0
513,37,3528362,Bangalore,3BHK,Rent,4,7,0,0
514,58,11417128,Delhi,2BHK,Buy,5,6,1,0
515,27,13804964,Delhi,1BHK,Rent,4,6,0,0
516,33,11761976,Mumbai,1BHK,Rent,13,2,0,0
517,29,5701339,Mumbai,1BHK,Rent,9,2,1,0
518,47,2881037,Delhi,1BHK,Buy,28,7,1,0
519,22,5626307,Pune,3BHK,Rent,23,1,1,0
520,25,13789876,Delhi,3BHK,Rent,14,9,0,1
521,49,10643155,Mumbai,3BHK,Buy,16,3,0,0
522,57,8601568,Mumbai,1BHK,Buy,22,6,0,1
523,58,4368403,Pune,1BHK,Rent,6,3,1,0
524,39,11951940,Delhi,1BHK,Buy,27,9,1,1
525,28,13065829,Mumbai,2BHK,Rent,10,7,0,0
526,21,14479210,Delhi,1BHK,Rent,23,1,1,0
527,42,6650215,Mumbai,3BHK,Buy,21,4,1,1
528,37,10223269,Bangalore,3BHK,Rent,26,5,1,1
529,27,11724979,Bangalore,3BHK,Rent,13,7,1,1
530,45,9659150,Bangalore,2BHK,Buy,3,7,0,0
531,24,12980269,Mumbai,3BHK,Buy,27,5,0,1
532,56,10412054,Pune,2BHK,Rent,11,1,0,0
533,26,8024587,Bangalore,2BHK,Rent,3,5,0,0
534,51,11606364,Mumbai,2BHK,Rent,7,5,0,0
535,39,10332715,Delhi,1BHK,Buy,27,4,1,1
536,59,4625263,Bangalore,1BHK,Rent,10,6,0,0
537,47,4241678,Pune,3BHK,Rent,1,8,0,0
538,30,13145052,Pune,3BHK,Rent,4,5,1,0
539,46,7122028,Pune,2BHK,Buy,26,8,1,1
540,39,10593770,Delhi,1BHK,Rent,8,5,1,0
541,59,14855566,Delhi,3BHK,Rent,20,3,1,0
542,23,4763049,Pune,3BHK,Buy,17,8,1,0
543,33,4203087,Pune,1BHK,Buy,5,4,1,0
544,48,4952718,Pune,2BHK,Rent,17,3,1,0
545,40,6952297,Delhi,3BHK,Buy,9,3,1,0
546,48,12739738,Delhi,3BHK,Rent,8,6,0,0
547,28,2376924,Mumbai,1BHK,Rent,7,8,1,0
548,59,2387688,Bangalore,1BHK,Buy,5,5,1,0
549,21,13002164,Delhi,2BHK,Rent,4,1,0,0
550,23,8094899,Pune,2BHK,Rent,23,1,0,0
551,33,14403006,Bangalore,3BHK,Rent,3,3,0,0
552,48,4435016,Delhi,2BHK,Rent,8,6,1,0
553,45,3070648,Bangalore,3BHK,Rent,5,2,0,0
554,53,14663927,Mumbai,3BHK,Buy,5,1,0,0
555,58,14807987,Delhi,1BHK,Rent,17,7,1,1
556,26,5890026,Pune,3BHK,Rent,29,2,0,0
557,52,14759686,Pune,1BHK,Buy,15,8,0,1
558,41,6558708,Mumbai,3BHK,Buy,26,2,1,0
559,36,6593577,Mumbai,3BHK,Buy,27,1,0,0
560,41,8322372,Mumbai,3BHK,Buy,8,2,1,0
561,31,10940164,Mumbai,2BHK,Buy,7,2,0,0
562,57,14233674,Mumbai,2BHK,Buy,17,7,0,1
563,56,14302590,Delhi,1BHK,Buy,12,1,0,0
564,55,6188136,Delhi,3BHK,Buy,28,3,1,0
565,39,12932559,Bangalore,1BHK,Rent,4,5,0,0
566,40,13089448,Mumbai,1BHK,Rent,20,7,0,1
567,38,6490741,Pune,3BHK,Buy,28,6,0,1
568,34,14170205,Pune,2BHK,Rent,25,8,0,1
569,35,9347075,Mumbai,2BHK,Rent,26,1,0,0
570,51,14689921,Mumbai,1BHK,Rent,18,7,0,1
571,21,9249602,Mumbai,2BHK,Rent,4,9,1,0
572,23,12249925,Mumbai,3BHK,Rent,10,7,1,0
573,36,9859498,Mumbai,3BHK,Buy,3,6,1,0
574,43,4906868,Pune,2BHK,Buy,26,9,1,0
575,31,6058961,Bangalore,2BHK,Rent,5,4,1,0
576,32,5246532,Mumbai,1BHK,Buy,12,6,0,1
577,30,6263304,Mumbai,2BHK,Rent,23,6,1,1
578,52,14667091,Mumbai,1BHK,Rent,5,3,0,0
579,36,6125339,Delhi,3BHK,Rent,5,7,1,0
580,28,3900057,Pune,3BHK,Buy,4,1,0,0
581,58,12252881,Pune,3BHK,Rent,25,8,1,1
582,32,14009042,Bangalore,2BHK,Rent,6,8,0,0
583,44,2784514,Delhi,2BHK,Rent,10,8,0,0
584,48,11461064,Delhi,2BHK,Buy,6,9,1,0
585,28,3919587,Delhi,1BHK,Rent,27,4,1,0
586,48,13927807,Bangalore,1BHK,Buy,22,6,0,1
587,56,14977630,Bangalore,1BHK,Rent,22,7,1,1
588,46,13211312,Bangalore,3BHK,Rent,1,2,1,0
589,28,8760510,Delhi,1BHK,Rent,16,6,0,1
590,48,7051702,Pune,2BHK,Buy,11,8,0,1
591,48,12658198,Delhi,2BHK,Rent,6,4,0,0
592,57,12906401,Bangalore,3BHK,Rent,20,5,1,1
593,56,6639848,Delhi,2BHK,Rent,18,8,0,1
594,47,4866792,Mumbai,2BHK,Rent,6,3,0,0
595,37,7834564,Delhi,2BHK,Rent,17,6,1,1
596,29,13868174,Delhi,1BHK,Rent,12,1,0,0
597,53,13933358,Pune,1BHK,Buy,17,4,0,1
598,40,6673794,Pune,2BHK,Rent,21,6,1,1
599,33,4153883,Pune,2BHK,Buy,22,3,0,0
600,48,9415042,Mumbai,2BHK,Rent,18,1,1,0
601,49,12437221,Pune,2BHK,Buy,10,6,1,0
602,33,4346243,Mumbai,1BHK,Rent,24,3,0,0
603,55,6265630,Bangalore,3BHK,Buy,20,8,0,1
604,26,10726458,Pune,2BHK,Rent,12,7,1,1
605,38,5679020,Delhi,1BHK,Buy,4,7,1,0
606,25,9455050,Delhi,2BHK,Rent,10,8,1,0
607,45,11881764,Mumbai,3BHK,Buy,5,7,1,0
608,22,2488968,Pune,1BHK,Rent,26,5,1,0
609,30,6248949,Delhi,1BHK,Rent,4,8,1,0
610,50,3580096,Bangalore,3BHK,Rent,27,8,1,0
611,25,7821934,Pune,3BHK,Buy,16,8,0,1
612,53,3693465,Bangalore,1BHK,Buy,5,6,1,0
613,21,6275892,Delhi,3BHK,Buy,26,2,0,0
614,38,14064537,Pune,2BHK,Rent,19,8,1,1
615,52,9976726,Mumbai,3BHK,Buy,24,1,0,0
616,31,14696605,Delhi,3BHK,Rent,6,9,0,0
617,41,12054921,Bangalore,1BHK,Rent,24,9,1,1
618,46,4107719,Pune,3BHK,Rent,21,6,1,0
619,45,11999851,Bangalore,1BHK,Rent,7,6,0,0
620,42,9602495,Bangalore,2BHK,Rent,10,6,0,0
621,47,9430037,Mumbai,3BHK,Rent,7,4,0,0
622,33,7990266,Mumbai,3BHK,Rent,22,1,1,0
623,53,12617161,Delhi,1BHK,Buy,14,1,1,0
624,54,12691219,Mumbai,1BHK,Buy,28,1,1,0
625,55,12546792,Mumbai,3BHK,Rent,10,5,0,0
626,21,2699438,Delhi,1BHK,Rent,29,7,1,0
627,41,7069398,Delhi,3BHK,Buy,20,1,1,0
628,26,5691316,Delhi,2BHK,Rent,22,1,1,0
629,48,9153588,Delhi,3BHK,Buy,25,6,0,1
630,37,6192896,Bangalore,2BHK,Rent,11,2,0,0
631,25,7687041,Bangalore,2BHK,Rent,14,2,0,0
632,51,4677049,Delhi,1BHK,Buy,12,7,1,0
633,25,4288786,Delhi,1BHK,Buy,4,9,0,0
634,58,13100093,Pune,1BHK,Rent,13,8,0,1
635,23,6986439,Pune,1BHK,Rent,22,2,0,0
636,43,4845157,Pune,3BHK,Buy,22,7,0,0
637,57,7568139,Mumbai,2BHK,Buy,29,5,1,1
638,57,7220761,Bangalore,3BHK,Buy,3,4,0,0
639,30,2219162,Bangalore,2BHK,Rent,13,4,1,0
640,30,6053492,Pune,2BHK,Buy,20,4,0,1
641,39,4841852,Pune,2BHK,Rent,19,9,1,0
642,37,5313723,Bangalore,3BHK,Buy,15,7,0,1
643,41,3340522,Mumbai,1BHK,Buy,19,7,0,0
644,34,3401051,Pune,3BHK,Buy,26,4,1,0
645,29,12941880,Delhi,2BHK,Buy,28,9,0,1
646,21,9269122,Pune,3BHK,Rent,20,8,0,1
647,33,5270514,Bangalore,2BHK,Rent,29,4,1,1
648,24,5738163,Bangalore,1BHK,Buy,4,6,1,0
649,21,10934971,Pune,1BHK,Rent,6,4,0,0
650,52,14569121,Pune,3BHK,Rent,29,1,0,0
651,54,14402783,Delhi,1BHK,Rent,15,5,0,1
652,48,9349336,Delhi,2BHK,Buy,4,3,0,0
653,51,14712763,Mumbai,2BHK,Buy,6,1,0,0
654,28,9722905,Mumbai,1BHK,Rent,2,2,1,0
655,59,11496806,Delhi,1BHK,Buy,4,2,0,0
656,46,5462087,Mumbai,1BHK,Buy,18,8,0,1
657,54,12297589,Mumbai,3BHK,Buy,15,4,0,1
658,23,12070126,Pune,3BHK,Buy,12,3,0,0
659,32,9745769,Delhi,2BHK,Rent,8,4,0,0
660,21,13783445,Pune,3BHK,Rent,12,1,1,0
661,25,2286172,Pune,3BHK,Buy,9,1,0,0
662,50,14883071,Mumbai,2BHK,Rent,7,5,0,0
663,50,10082668,Pune,2BHK,Rent,22,7,1,1
664,37,2561133,Bangalore,1BHK,Rent,8,9,0,0
665,43,8116130,Mumbai,1BHK,Rent,20,7,0,1
666,35,3649258,Bangalore,3BHK,Rent,10,5,0,0
667,57,6369535,Mumbai,2BHK,Buy,11,3,1,0
668,41,9420754,Pune,3BHK,Rent,2,8,1,0
669,34,6159962,Mumbai,3BHK,Rent,4,7,1,0
670,22,6481678,Bangalore,2BHK,Buy,21,4,0,1
671,31,3665418,Mumbai,2BHK,Buy,25,1,0,0
672,59,13583598,Bangalore,2BHK,Buy,21,3,0,0
673,58,13493465,Delhi,2BHK,Rent,25,8,0,1
674,54,14624634,Pune,3BHK,Rent,9,2,1,0
675,58,2695519,Bangalore,3BHK,Buy,8,9,1,0
676,54,10629348,Delhi,3BHK,Rent,5,4,0,0
677,38,13635144,Pune,2BHK,Buy,14,7,1,1
678,50,6449720,Delhi,1BHK,Buy,28,7,0,1
679,35,3310704,Bangalore,3BHK,Rent,2,8,0,0
680,47,7641335,Pune,1BHK,Buy,21,7,1,1
681,54,13256100,Delhi,1BHK,Rent,27,4,1,1
682,58,8121263,Bangalore,1BHK,Buy,17,7,1,1
683,53,7555910,Delhi,2BHK,Buy,8,5,0,0
684,44,13375616,Pune,2BHK,Buy,2,7,0,0
685,35,8396153,Pune,3BHK,Rent,23,3,1,0
686,50,14022411,Pune,3BHK,Buy,15,7,1,1
687,37,13765908,Bangalore,2BHK,Buy,27,7,1,1
688,25,9048586,Delhi,2BHK,Buy,2,2,1,0
689,49,12057771,Delhi,1BHK,Rent,28,8,1,1
690,24,13175794,Bangalore,2BHK,Rent,11,7,0,1
691,30,7221995,Pune,2BHK,Rent,14,9,0,1
692,37,9846989,Mumbai,2BHK,Rent,21,4,1,1
693,30,13697377,Pune,2BHK,Rent,10,9,1,0
694,37,3587361,Mumbai,1BHK,Buy,7,1,0,0
695,40,12342531,Pune,3BHK,Buy,22,5,0,1
696,44,10646079,Bangalore,1BHK,Buy,14,7,1,1
697,25,12577779,Mumbai,2BHK,Buy,13,4,0,1
698,54,3763190,Bangalore,2BHK,Rent,21,7,1,0
699,26,3157593,Mumbai,3BHK,Buy,22,9,0,0
700,22,2855817,Delhi,3BHK,Rent,2,5,0,0
701,33,8509676,Mumbai,3BHK,Rent,10,5,1,0
702,31,5250881,Mumbai,1BHK,Rent,1,2,1,0
703,43,2558114,Mumbai,3BHK,Buy,1,5,0,0
704,36,6828626,Delhi,2BHK,Rent,24,8,1,1
705,51,10320901,Bangalore,2BHK,Buy,3,4,1,0
706,31,3657106,Delhi,2BHK,Rent,11,2,1,0
707,36,3958074,Mumbai,1BHK,Buy,19,8,1,0
708,28,3622964,Pune,3BHK,Buy,9,4,0,0
709,24,10085491,Delhi,3BHK,Rent,13,5,0,1
710,24,8154482,Pune,3BHK,Rent,22,7,0,1
711,45,2358349,Delhi,3BHK,Buy,4,5,0,0
712,23,3061385,Delhi,2BHK,Buy,20,4,0,0
713,52,7831618,Mumbai,1BHK,Rent,23,7,0,1
714,23,9303950,Bangalore,3BHK,Rent,6,4,1,0
715,47,8102102,Bangalore,2BHK,Rent,2,4,0,0
716,49,11548310,Mumbai,2BHK,Buy,9,2,1,0
717,52,10741073,Delhi,1BHK,Rent,18,5,1,1
718,39,11177133,Bangalore,3BHK,Buy,24,8,1,1
719,41,6763090,Bangalore,1BHK,Rent,4,4,0,0
720,25,9980571,Bangalore,3BHK,Rent,26,2,0,0
721,38,12002457,Mumbai,1BHK,Rent,1,9,1,0
722,48,5096750,Pune,3BHK,Buy,1,6,0,0
723,42,8682115,Pune,3BHK,Buy,25,3,0,0
724,41,14600630,Pune,1BHK,Buy,20,5,1,1
725,26,14932674,Pune,3BHK,Buy,17,6,1,1
726,21,8354054,Pune,1BHK,Rent,19,9,0,1
727,25,12301494,Bangalore,1BHK,Rent,3,5,0,0
728,32,7517263,Bangalore,3BHK,Rent,23,9,0,1
729,46,2818706,Delhi,3BHK,Buy,22,1,0,0
730,54,14463259,Bangalore,1BHK,Buy,24,4,1,1
731,34,12631835,Mumbai,2BHK,Rent,23,1,0,0
732,46,3734802,Delhi,1BHK,Rent,17,2,1,0
733,47,10837718,Bangalore,2BHK,Buy,3,2,1,0
734,29,8137875,Delhi,2BHK,Buy,25,5,1,1
735,46,14049676,Delhi,1BHK,Buy,4,1,1,0
736,42,14195370,Pune,1BHK,Buy,27,3,0,0
737,50,3774474,Delhi,1BHK,Rent,28,6,1,0
738,37,13889583,Bangalore,2BHK,Buy,27,1,0,0
739,46,5212174,Pune,1BHK,Rent,29,1,0,0
740,56,2553360,Bangalore,1BHK,Rent,13,3,1,0
741,21,6228021,Pune,3BHK,Rent,15,9,1,1
742,28,14801329,Bangalore,3BHK,Buy,12,2,0,0
743,55,12865106,Pune,3BHK,Rent,3,6,1,0
744,35,2384533,Pune,1BHK,Rent,21,3,1,0
745,42,6303829,Mumbai,1BHK,Rent,8,6,0,0
746,34,5602294,Bangalore,1BHK,Buy,1,7,1,0
747,46,3261668,Delhi,2BHK,Rent,18,7,1,0
748,48,5150374,Pune,2BHK,Rent,13,2,1,0
749,43,4399009,Bangalore,3BHK,Rent,7,3,0,0
750,34,3378656,Pune,2BHK,Buy,13,4,1,0
751,44,11612587,Mumbai,2BHK,Buy,17,8,0,1
752,22,6478633,Mumbai,2BHK,Rent,13,5,0,1
753,46,10735015,Mumbai,3BHK,Rent,29,1,1,0
754,34,9045472,Mumbai,3BHK,Buy,13,9,0,1
755,27,10965003,Delhi,2BHK,Buy,11,1,1,0
756,23,2769153,Delhi,1BHK,Buy,14,2,1,0
757,43,3508346,Pune,3BHK,Rent,21,7,0,0
758,38,2803995,Bangalore,2BHK,Buy,10,3,0,0
759,58,10666453,Mumbai,1BHK,Buy,8,6,1,0
760,55,3248720,Mumbai,1BHK,Buy,6,8,0,0
761,35,7160025,Delhi,3BHK,Buy,19,5,0,1
762,45,10302146,Delhi,1BHK,Rent,23,1,0,0
763,57,4836934,Mumbai,3BHK,Buy,19,3,1,0
764,48,12404819,Bangalore,2BHK,Rent,12,2,1,0
765,30,8944075,Pune,3BHK,Buy,21,6,1,1
766,59,12585040,Pune,1BHK,Rent,7,5,1,0
767,37,11102683,Pune,3BHK,Rent,18,7,1,1
768,59,11423080,Pune,3BHK,Rent,26,2,0,0
769,42,3087241,Bangalore,2BHK,Rent,20,6,0,0
770,46,12763861,Bangalore,1BHK,Buy,18,5,1,1
771,45,13451391,Bangalore,3BHK,Rent,23,6,1,1
772,37,14366776,Delhi,2BHK,Rent,3,5,0,0
773,33,5929301,Mumbai,2BHK,Rent,9,7,1,0
774,40,11076843,Bangalore,2BHK,Rent,27,5,1,1
775,45,4210980,Pune,2BHK,Rent,6,7,0,0
776,24,9997018,Bangalore,2BHK,Buy,1,1,1,0
777,30,3139391,Mumbai,3BHK,Rent,10,9,1,0
778,23,11377877,Delhi,3BHK,Rent,8,6,1,0
779,38,7970653,Pune,1BHK,Rent,29,9,1,1
780,56,5970471,Delhi,3BHK,Rent,23,1,0,0
781,42,6226660,Bangalore,1BHK,Rent,17,2,1,0
782,54,7508833,Pune,1BHK,Buy,3,7,1,0
783,28,11349483,Pune,1BHK,Buy,3,4,0,0
784,39,3869883,Bangalore,3BHK,Buy,3,1,0,0
785,57,12202593,Bangalore,2BHK,Rent,7,5,1,0
786,26,2271609,Mumbai,1BHK,Rent,22,4,1,0
787,46,5867183,Bangalore,2BHK,Buy,11,6,0,1
788,54,5481716,Bangalore,1BHK,Rent,28,7,0,1
789,26,4293474,Bangalore,3BHK,Buy,18,3,0,0
790,57,12310505,Pune,1BHK,Rent,5,6,0,0
791,53,14073874,Mumbai,3BHK,Rent,22,2,0,0
792,42,8337479,Pune,2BHK,Rent,28,4,0,1
793,41,7868518,Bangalore,3BHK,Buy,2,9,0,0
794,26,10566304,Mumbai,2BHK,Buy,14,7,0,1
795,26,3589291,Bangalore,3BHK,Buy,1,2,1,0
796,24,2426492,Pune,1BHK,Buy,4,6,1,0
797,50,4955227,Pune,1BHK,Buy,14,4,1,0
798,31,4307236,Bangalore,3BHK,Buy,15,8,1,0
799,50,11571695,Mumbai,2BHK,Rent,28,8,1,1
800,51,5224400,Pune,2BHK,Buy,20,1,1,0
801,44,8613889,Bangalore,2BHK,Buy,20,8,0,1
802,29,7653278,Delhi,3BHK,Buy,17,7,1,1
803,23,2463723,Bangalore,3BHK,Buy,3,1,0,0
804,51,9784160,Bangalore,3BHK,Rent,23,3,1,0
805,57,7138717,Mumbai,3BHK,Buy,4,5,1,0
806,56,12505419,Bangalore,2BHK,Buy,18,3,1,0
807,44,2686763,Delhi,2BHK,Buy,24,3,1,0
808,51,9585291,Bangalore,3BHK,Buy,27,1,1,0
809,26,11863986,Delhi,3BHK,Rent,1,8,1,0
810,22,8301816,Pune,2BHK,Rent,29,9,1,1
811,40,9099312,Bangalore,2BHK,Rent,25,5,1,1
812,48,14037783,Mumbai,1BHK,Buy,5,1,0,0
813,31,4145943,Bangalore,3BHK,Buy,18,1,1,0
814,24,6590585,Delhi,1BHK,Buy,13,9,1,1
815,35,14258491,Delhi,2BHK,Rent,14,1,1,0
816,26,14043146,Mumbai,2BHK,Rent,20,9,0,1
817,50,3323020,Delhi,3BHK,Buy,3,3,0,0
818,58,4654810,Bangalore,1BHK,Buy,23,3,0,0
819,22,6919495,Delhi,2BHK,Buy,6,4,0,0
820,35,9367241,Bangalore,1BHK,Rent,27,5,0,1
821,31,10890111,Bangalore,1BHK,Buy,28,6,0,1
822,28,12456519,Delhi,1BHK,Rent,11,6,1,1
823,46,6477375,Mumbai,1BHK,Rent,9,9,1,0
824,25,5704595,Pune,1BHK,Rent,20,1,1,0
825,26,3844040,Mumbai,3BHK,Rent,28,9,1,0
826,46,8908998,Pune,3BHK,Buy,19,4,0,1
827,24,2864845,Mumbai,1BHK,Rent,7,7,0,0
828,39,4006811,Bangalore,3BHK,Buy,22,6,1,0
829,40,13523201,Bangalore,2BHK,Rent,21,9,1,1
830,53,9977848,Delhi,1BHK,Buy,10,2,0,0
831,40,3434636,Pune,3BHK,Rent,7,2,0,0
832,32,5908308,Pune,3BHK,Rent,5,7,0,0
833,21,12295918,Delhi,2BHK,Rent,25,9,1,1
834,46,9332827,Mumbai,2BHK,Buy,28,5,0,1
835,34,2705314,Delhi,2BHK,Rent,4,7,0,0
836,58,5394070,Mumbai,2BHK,Rent,17,8,1,1
837,57,5889453,Delhi,1BHK,Rent,26,8,1,1
838,31,11260797,Pune,3BHK,Rent,28,4,1,1
839,56,13952654,Pune,3BHK,Buy,5,7,1,0
840,33,5957874,Mumbai,2BHK,Buy,17,1,0,0
841,23,5578687,Pune,3BHK,Buy,28,4,0,1
842,53,3182200,Pune,3BHK,Buy,29,5,1,0
843,26,6775219,Pune,3BHK,Rent,17,7,0,1
844,30,14235683,Pune,2BHK,Rent,17,6,0,1
845,25,11779138,Bangalore,3BHK,Rent,1,4,1,0
846,43,3093956,Delhi,3BHK,Buy,24,3,1,0
847,30,12646082,Delhi,3BHK,Rent,2,6,0,0
848,22,10063736,Bangalore,1BHK,Buy,25,5,1,1
849,33,5648338,Pune,1BHK,Buy,23,3,1,0
850,22,3431041,Delhi,3BHK,Buy,27,4,0,0
851,40,9859371,Delhi,3BHK,Rent,19,2,1,0
852,21,7025764,Delhi,3BHK,Rent,9,9,0,0
853,57,8962111,Mumbai,3BHK,Rent,20,7,1,1
854,29,8142453,Bangalore,3BHK,Buy,23,3,0,0
855,37,9289165,Mumbai,3BHK,Rent,15,8,1,1
856,29,2272667,Mumbai,1BHK,Rent,19,8,1,0
857,31,5453402,Bangalore,2BHK,Buy,5,1,0,0
858,35,10123445,Delhi,3BHK,Rent,13,5,0,1
859,44,12417730,Mumbai,3BHK,Rent,4,5,1,0
860,58,2112035,Delhi,3BHK,Buy,13,3,0,0
861,55,11612901,Mumbai,2BHK,Buy,6,2,0,0
862,50,7698238,Delhi,3BHK,Rent,12,1,1,0
863,51,14290456,Pune,3BHK,Buy,29,4,1,1
864,25,11779110,Pune,2BHK,Rent,9,2,0,0
865,34,2340526,Pune,3BHK,Rent,15,5,1,0
866,31,3216733,Bangalore,2BHK,Buy,21,2,1,0
867,29,7687453,Pune,2BHK,Buy,15,1,1,0
868,54,2865144,Mumbai,3BHK,Buy,17,9,0,0
869,32,14177267,Delhi,1BHK,Buy,29,2,0,0
870,55,3418137,Delhi,1BHK,Rent,5,4,1,0
871,55,4307306,Delhi,3BHK,Buy,5,3,0,0
872,21,14449024,Delhi,2BHK,Buy,25,1,1,0
873,42,14284580,Mumbai,2BHK,Buy,24,8,0,1
874,49,11368140,Delhi,2BHK,Buy,5,2,1,0
875,28,2522797,Mumbai,3BHK,Rent,21,8,0,0
876,31,14503944,Mumbai,1BHK,Buy,14,1,0,0
877,57,11379728,Delhi,2BHK,Buy,2,6,0,0
878,34,7868590,Delhi,2BHK,Rent,9,4,1,0
879,50,5497172,Delhi,3BHK,Buy,14,3,0,0
880,55,13532766,Mumbai,1BHK,Rent,27,1,1,0
881,41,8560230,Bangalore,1BHK,Rent,15,1,1,0
882,57,11299514,Mumbai,3BHK,Rent,4,7,0,0
883,25,8652469,Bangalore,1BHK,Rent,23,6,1,1
884,39,10142165,Delhi,3BHK,Buy,26,3,0,0
885,34,7388811,Mumbai,2BHK,Rent,6,2,0,0
886,46,2414399,Delhi,3BHK,Buy,14,3,1,0
887,24,12395126,Bangalore,2BHK,Rent,5,8,1,0
888,45,9175173,Bangalore,3BHK,Rent,27,7,1,1
889,45,7884724,Mumbai,2BHK,Buy,11,7,1,1
890,38,6449113,Mumbai,2BHK,Buy,21,5,1,1
891,28,9251204,Mumbai,3BHK,Rent,14,3,0,0
892,59,2729672,Mumbai,2BHK,Buy,7,1,1,0
893,34,7257901,Pune,1BHK,Rent,14,1,1,0
894,52,10837389,Pune,3BHK,Buy,13,6,1,1
895,58,12550121,Delhi,1BHK,Rent,18,4,1,1
896,53,12395699,Bangalore,2BHK,Buy,25,7,0,1
897,43,3147417,Bangalore,2BHK,Buy,2,1,1,0
898,35,13190124,Delhi,2BHK,Rent,9,6,1,0
899,53,11683484,Delhi,3BHK,Rent,11,7,1,1
900,45,2160786,Delhi,2BHK,Rent,20,1,1,0
901,37,14912007,Pune,1BHK,Buy,29,2,0,0
902,53,4075414,Delhi,1BHK,Buy,26,9,1,0
903,22,9598498,Bangalore,3BHK,Rent,11,9,0,1
904,34,7722078,Delhi,1BHK,Buy,26,6,1,1
905,59,9883060,Mumbai,3BHK,Rent,6,4,0,0
906,26,3314530,Bangalore,3BHK,Buy,1,7,0,0
907,26,2910175,Bangalore,2BHK,Buy,5,5,0,0
908,23,9225529,Bangalore,1BHK,Buy,22,3,1,0
909,27,7501188,Pune,1BHK,Rent,25,4,1,1
910,28,8056095,Pune,1BHK,Buy,14,2,0,0
911,35,2121701,Bangalore,2BHK,Buy,25,6,0,0
912,49,12978041,Mumbai,3BHK,Buy,16,3,0,0
913,53,9680223,Bangalore,1BHK,Buy,9,7,0,0
914,50,5941631,Pune,1BHK,Rent,19,4,0,1
915,59,7174895,Mumbai,1BHK,Buy,29,8,1,1
916,47,3064641,Bangalore,1BHK,Buy,20,1,1,0
917,56,3433043,Pune,2BHK,Buy,8,9,0,0
918,49,14299886,Mumbai,3BHK,Buy,8,3,1,0
919,58,8637056,Delhi,1BHK,Rent,16,3,1,0
